QUANTITY,SALES,DATE,PRODUCT,CATEGORY,PRICE,QUALITY,SALES_PERSON,SHOP,CITY,REGION
7,48.93,3/17/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
7,48.93,3/17/2016,Pike Magic,Lake,6.99,TOP,Sean Simons,Fast Lures,New York,North
7,48.93,3/17/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
8,42.00,3/17/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
8,37.20,3/17/2016,Fast Glider,River,4.65,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
8,45.20,3/17/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
9,41.85,3/17/2016,Fast Glider,River,4.65,NORMAL,William Lock,Willy's Lure Barn,Austin,South
9,62.91,3/17/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
9,41.85,3/17/2016,Fast Glider,River,4.65,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
9,47.25,3/17/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
10,52.50,3/17/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
10,117.90,3/17/2016,Blinky Dorado,Ocean,11.79,TOP,Tiffany Smith,Fast Lures,New York,North
11,115.39,3/17/2016,Redtail Trout,Ocean,10.49,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
11,62.15,3/17/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
11,81.95,3/17/2016,Trout Performance,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
11,81.95,3/17/2016,Charles Lake Secret,Lake,7.45,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
11,76.89,3/17/2016,Pike Magic,Lake,6.99,TOP,Sean Simons,Fast Lures,New York,North
11,51.15,3/17/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
13,90.87,3/17/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
13,60.45,3/17/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
14,97.86,3/17/2016,Pike Magic,Lake,6.99,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
14,104.30,3/17/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
14,124.46,3/17/2016,Zander Domination,Lake,8.89,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
14,146.86,3/17/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
15,157.35,3/17/2016,Redtail Trout,Ocean,10.49,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
15,92.25,3/17/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
16,142.24,3/17/2016,Zander Domination,Lake,8.89,TOP,Sean Simons,Fast Lures,New York,North
16,84.00,3/17/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
16,119.20,3/17/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
17,96.05,3/17/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
17,126.65,3/17/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
17,118.83,3/17/2016,Pike Magic,Lake,6.99,TOP,Paul Thompson,Atlantic Lures,Miami,South
17,151.13,3/17/2016,Zander Domination,Lake,8.89,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
17,89.25,3/17/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
1,5.25,3/18/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
2,11.30,3/18/2016,Minnow Glitter,River,5.65,TOP,Tyler Lance,Fast Lures,New York,North
2,13.98,3/18/2016,Pike Magic,Lake,6.99,TOP,Henrik Griffin,Anglers United,Los Angeles,West
2,14.90,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
2,22.58,3/18/2016,Marlin Goldbar,Ocean,11.29,TOP,Henrik Griffin,Anglers United,Los Angeles,West
2,12.30,3/18/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
3,16.95,3/18/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
3,16.95,3/18/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
3,22.35,3/18/2016,Trout Performance,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
3,33.87,3/18/2016,Marlin Goldbar,Ocean,11.29,TOP,Patrick Simpson,Lucky Lures,Seattle,West
3,33.87,3/18/2016,Marlin Goldbar,Ocean,11.29,TOP,Jasmin Muller,Ministry of Lures,New York,North
3,22.35,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
3,26.67,3/18/2016,Zander Domination,Lake,8.89,TOP,Henry Jacobs,Anglers United,Los Angeles,West
3,20.97,3/18/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
4,29.80,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
4,27.96,3/18/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
4,29.80,3/18/2016,Trout Performance,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
5,30.75,3/18/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
5,26.25,3/18/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
5,23.25,3/18/2016,Fast Glider,River,4.65,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
5,37.25,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,William Lock,Willy's Lure Barn,Austin,South
5,26.25,3/18/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
6,31.50,3/18/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
7,62.23,3/18/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
7,62.23,3/18/2016,Zander Domination,Lake,8.89,TOP,Paul Bricks,Fishing King,Miami,South
8,45.20,3/18/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
8,42.00,3/18/2016,Bass Illumination,River,5.25,NORMAL,Tiffany Smith,Fast Lures,New York,North
9,94.41,3/18/2016,Redtail Trout,Ocean,10.49,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
9,50.85,3/18/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
9,94.41,3/18/2016,Redtail Trout,Ocean,10.49,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
9,62.91,3/18/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
9,41.85,3/18/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
10,56.50,3/18/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
10,74.50,3/18/2016,Trout Performance,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
10,74.50,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
11,81.95,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
11,97.79,3/18/2016,Zander Domination,Lake,8.89,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
12,63.00,3/18/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
12,55.80,3/18/2016,Fast Glider,River,4.65,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
12,89.40,3/18/2016,Trout Performance,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
12,67.80,3/18/2016,Minnow Glitter,River,5.65,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
12,73.80,3/18/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
13,73.45,3/18/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
13,129.87,3/18/2016,Deep Diver,Ocean,9.99,TOP,Sean Simons,Fast Lures,New York,North
13,73.45,3/18/2016,Minnow Glitter,River,5.65,TOP,Henrik Griffin,Anglers United,Los Angeles,West
13,90.87,3/18/2016,Pike Magic,Lake,6.99,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
13,60.45,3/18/2016,Fast Glider,River,4.65,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
13,136.37,3/18/2016,Redtail Trout,Ocean,10.49,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
13,60.45,3/18/2016,Fast Glider,River,4.65,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
14,73.50,3/18/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
15,78.75,3/18/2016,Bass Illumination,River,5.25,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
15,78.75,3/18/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
15,157.35,3/18/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
15,157.35,3/18/2016,Redtail Trout,Ocean,10.49,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
15,78.75,3/18/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
15,69.75,3/18/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
16,119.20,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
16,119.20,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
16,74.40,3/18/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
17,126.65,3/18/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
17,89.25,3/18/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
17,126.65,3/18/2016,Trout Performance,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
1,6.15,3/19/2016,Steelhead Iron,River,6.15,TOP,Tyler Lance,Fast Lures,New York,North
1,10.49,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,7.45,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
2,14.90,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
2,20.98,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Sean Simons,Fast Lures,New York,North
2,10.50,3/19/2016,Bass Illumination,River,5.25,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
3,18.45,3/19/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
3,15.75,3/19/2016,Bass Illumination,River,5.25,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
4,24.60,3/19/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
5,28.25,3/19/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
5,52.45,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
5,37.25,3/19/2016,Trout Performance,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
5,56.45,3/19/2016,Marlin Goldbar,Ocean,11.29,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
5,56.45,3/19/2016,Marlin Goldbar,Ocean,11.29,TOP,John Pittsburger,Happy Fisherman,Chicago,North
6,31.50,3/19/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
6,44.70,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
7,52.15,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
7,36.75,3/19/2016,Bass Illumination,River,5.25,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
7,39.55,3/19/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
7,79.03,3/19/2016,Marlin Goldbar,Ocean,11.29,TOP,Nora Pollack,Happy Fisherman,Chicago,North
8,42.00,3/19/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
9,50.85,3/19/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
9,41.85,3/19/2016,Fast Glider,River,4.65,NORMAL,Tiffany Smith,Fast Lures,New York,North
9,80.01,3/19/2016,Zander Domination,Lake,8.89,TOP,Sean Simons,Fast Lures,New York,North
9,55.35,3/19/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
9,94.41,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
9,47.25,3/19/2016,Bass Illumination,River,5.25,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
11,57.75,3/19/2016,Bass Illumination,River,5.25,NORMAL,William Lock,Willy's Lure Barn,Austin,South
11,115.39,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
11,115.39,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
12,89.40,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
12,67.80,3/19/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
12,83.88,3/19/2016,Pike Magic,Lake,6.99,TOP,Tiffany Smith,Fast Lures,New York,North
12,55.80,3/19/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
12,67.80,3/19/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
12,125.88,3/19/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
12,83.88,3/19/2016,Pike Magic,Lake,6.99,TOP,Patrick Simpson,Lucky Lures,Seattle,West
12,89.40,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
13,73.45,3/19/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
13,96.85,3/19/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
14,104.30,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
14,86.10,3/19/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
14,79.10,3/19/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
15,78.75,3/19/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
15,69.75,3/19/2016,Fast Glider,River,4.65,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
16,111.84,3/19/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
16,119.20,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
16,119.20,3/19/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
17,79.05,3/19/2016,Fast Glider,River,4.65,NORMAL,Tyler Lance,Fast Lures,New York,North
17,96.05,3/19/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
17,118.83,3/19/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
17,118.83,3/19/2016,Pike Magic,Lake,6.99,TOP,William Lock,Willy's Lure Barn,Austin,South
1,6.15,3/20/2016,Steelhead Iron,River,6.15,TOP,Tyler Lance,Fast Lures,New York,North
1,7.45,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
1,7.45,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
1,8.89,3/20/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
1,11.79,3/20/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
2,20.98,3/20/2016,Redtail Trout,Ocean,10.49,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
2,9.30,3/20/2016,Fast Glider,River,4.65,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
2,9.30,3/20/2016,Fast Glider,River,4.65,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
2,14.90,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
3,13.95,3/20/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
4,29.80,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
4,29.80,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
4,21.00,3/20/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
5,56.45,3/20/2016,Marlin Goldbar,Ocean,11.29,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
6,67.74,3/20/2016,Marlin Goldbar,Ocean,11.29,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
6,36.90,3/20/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
6,44.70,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
6,31.50,3/20/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
7,82.53,3/20/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
7,39.55,3/20/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
7,43.05,3/20/2016,Steelhead Iron,River,6.15,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
7,82.53,3/20/2016,Blinky Dorado,Ocean,11.79,TOP,Sean Simons,Fast Lures,New York,North
7,43.05,3/20/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
8,37.20,3/20/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
8,59.60,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
8,42.00,3/20/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
8,37.20,3/20/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,55.35,3/20/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
9,67.05,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
10,74.50,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
10,61.50,3/20/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
10,112.90,3/20/2016,Marlin Goldbar,Ocean,11.29,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
10,74.50,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
11,76.89,3/20/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
11,97.79,3/20/2016,Zander Domination,Lake,8.89,TOP,Tiffany Smith,Fast Lures,New York,North
11,81.95,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
12,67.80,3/20/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
12,89.40,3/20/2016,Charles Lake Secret,Lake,7.45,NORMAL,William Lock,Willy's Lure Barn,Austin,South
12,55.80,3/20/2016,Fast Glider,River,4.65,NORMAL,Tiffany Smith,Fast Lures,New York,North
13,79.95,3/20/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
13,79.95,3/20/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
13,96.85,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
13,79.95,3/20/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
13,79.95,3/20/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
14,97.86,3/20/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
14,79.10,3/20/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
14,73.50,3/20/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
15,157.35,3/20/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
15,157.35,3/20/2016,Redtail Trout,Ocean,10.49,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
15,84.75,3/20/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
15,104.85,3/20/2016,Pike Magic,Lake,6.99,TOP,Tiffany Smith,Fast Lures,New York,North
15,169.35,3/20/2016,Marlin Goldbar,Ocean,11.29,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
15,84.75,3/20/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
15,133.35,3/20/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
15,69.75,3/20/2016,Fast Glider,River,4.65,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
15,111.75,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
15,133.35,3/20/2016,Zander Domination,Lake,8.89,TOP,William Lock,Willy's Lure Barn,Austin,South
15,84.75,3/20/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
15,133.35,3/20/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
16,98.40,3/20/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
16,111.84,3/20/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
16,84.00,3/20/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
16,90.40,3/20/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
17,126.65,3/20/2016,Trout Performance,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
17,104.55,3/20/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
1,8.89,3/21/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
1,10.49,3/21/2016,Redtail Trout,Ocean,10.49,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
1,5.25,3/21/2016,Bass Illumination,River,5.25,NORMAL,William Lock,Willy's Lure Barn,Austin,South
1,11.79,3/21/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
2,12.30,3/21/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
2,9.30,3/21/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
3,22.35,3/21/2016,Trout Performance,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
3,22.35,3/21/2016,Charles Lake Secret,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
3,15.75,3/21/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
3,16.95,3/21/2016,Minnow Glitter,River,5.65,TOP,Paul Thompson,Atlantic Lures,Miami,South
3,31.47,3/21/2016,Redtail Trout,Ocean,10.49,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
3,22.35,3/21/2016,Charles Lake Secret,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
4,24.60,3/21/2016,Steelhead Iron,River,6.15,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
4,29.80,3/21/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
4,29.80,3/21/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
4,24.60,3/21/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
4,29.80,3/21/2016,Trout Performance,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
5,30.75,3/21/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
5,26.25,3/21/2016,Bass Illumination,River,5.25,NORMAL,Tiffany Smith,Fast Lures,New York,North
5,44.45,3/21/2016,Zander Domination,Lake,8.89,TOP,Richard Smith,Lucky Lures,Seattle,West
6,53.34,3/21/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
6,33.90,3/21/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
6,41.94,3/21/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
6,70.74,3/21/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
7,52.15,3/21/2016,Trout Performance,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
7,43.05,3/21/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
7,62.23,3/21/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
7,36.75,3/21/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
7,43.05,3/21/2016,Steelhead Iron,River,6.15,TOP,Nicolas Butters,Ministry of Lures,New York,North
8,42.00,3/21/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
8,45.20,3/21/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
